Date,Aceraceae (maple family),Betulaceae (birch family),Asteraceae (aster family),Arecaceae,Asteraceae (aster family),Asteraceae (aster family),Betulaceae (birch family),Betulaceae,Juglandaceae (walnut family),Ulmaceae,goosefoot/amaranth family,Betulaceae,"juniper family, cedar",sedge family,Asteraceae,Fagaceae (beech family),Oleaceae (olive family),Gramineae / Poaceae,Juglandaceae (walnut family),Oleaceae,Hamamelidaceae (witch-hazel family),Moraceae (mulberry family),Oleaceae (olive family),,,,Pinaceae (pine family),Plantaginaceae (plantain family),Platanaceae (plane-tree family),Salicaceae (willow family),Fabaceae,Fagaceae (beech family),Polygonaceae (buckwheat family),Salicaceae (willow family),Tiliaceae (linden family),Ulmaceae (elm family),,Urticaceae (nettle family),,Station Name,Station City,Station State,Station Postal Code,Station Country
9/5/2022,,,2,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,15,,,2269,North Texas Pollen Station,Flower Mound,TX,75022,US
7/6/2023,,,,,,,,,,,1,,,,,,,4,,,,,,,,,8,,,,,,,,,,,,2213,North Texas Pollen Station,Flower Mound,TX,75022,US
12/1/2023,,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,1513,North Texas Pollen Station,Flower Mound,TX,75022,US
11/22/2021,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2183,North Texas Pollen Station,Flower Mound,TX,75022,US
7/5/2022,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,2005,North Texas Pollen Station,Flower Mound,TX,75022,US
8/29/2023,,,110,,2,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,4106,North Texas Pollen Station,Flower Mound,TX,75022,US
2/20/2021,,,,,,,,,,,,,19,,,,,,,,,,,,,,,,,,,,,,,4,,,1381,North Texas Pollen Station,Flower Mound,TX,75022,US
6/15/2021,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,2811,North Texas Pollen Station,Flower Mound,TX,75022,US
1/27/2022,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,1452,North Texas Pollen Station,Flower Mound,TX,75022,US
9/4/2022,,,9,,,,,,,,2,,,,,,,2,,,,,,,,,,,,,,,,,,17,,,3220,North Texas Pollen Station,Flower Mound,TX,75022,US
3/31/2023,24,,,,,,,,,35,,,,,,,45,15,9,,,29,,,,,20,,214,,,4752,,106,,,,,1837,North Texas Pollen Station,Flower Mound,TX,75022,US
3/31/2021,17,,2,,,,6,,,203,,,335,,,,218,17,,,6,287,,9,,,50,,48,2,,1938,4,11,,,,,2518,North Texas Pollen Station,Flower Mound,TX,75022,US
9/11/2021,,,45,,,,,,,,2,,,,,,,4,,,,,,,,,,,,,,,,,,,,,2809,North Texas Pollen Station,Flower Mound,TX,75022,US
2/20/2023,,,,,,,,,,,,,405,,,,,,,,,,,,,,17,,,,,,,,,784,,,2042,North Texas Pollen Station,Flower Mound,TX,75022,US
6/13/2021,,,,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,,2604,North Texas Pollen Station,Flower Mound,TX,75022,US
2/17/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,352,North Texas Pollen Station,Flower Mound,TX,75022,US
6/18/2021,,,,,,,,,,,,,,,,,,26,,,,,,,,,,,,,,,,,,,,,2055,North Texas Pollen Station,Flower Mound,TX,75022,US
5/17/2023,,,,,,,5,,2,,,,,,,,,82,,,,,,,,,,,,,,,11,,,,,,4274,North Texas Pollen Station,Flower Mound,TX,75022,US
12/31/2023,,,,,,,,,,,,,1100,,,,,,,,,,,,,,,,,,,,,,,,,,1513,North Texas Pollen Station,Flower Mound,TX,75022,US
8/28/2021,,,6,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,22,,,1934,North Texas Pollen Station,Flower Mound,TX,75022,US
7/24/2021,,,17,,,,,,,,4,,,,,,,6,,,,,,,,,,,,,,,,,,,,,1606,North Texas Pollen Station,Flower Mound,TX,75022,US
11/6/2023,,,32,,,,,,,,2,,9,,,,,1,,,,,,,,,,,,,,,,,,6,,,1705,North Texas Pollen Station,Flower Mound,TX,75022,US
10/3/2022,,,104,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,2,,,1941,North Texas Pollen Station,Flower Mound,TX,75022,US
2/7/2022,,,,,,,,,,,,,2,,,,,,,,,,,,,,2,,,,,,,,,,,,1729,North Texas Pollen Station,Flower Mound,TX,75022,US
8/7/2021,,,,,,,,,,,6,,,2,,,,11,,,,,,,,,,,,,,,,,,,,,2418,North Texas Pollen Station,Flower Mound,TX,75022,US
7/2/2022,,,,,,,,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,1740,North Texas Pollen Station,Flower Mound,TX,75022,US
9/28/2023,,,151,,,,,,,,3,,,,,,,2,,,,,,,,,,,,,,,,,,45,,,6051,North Texas Pollen Station,Flower Mound,TX,75022,US
3/12/2023,,,,,,,,,,54,,,400,,,,117,26,,,17,212,,,,,9,,23,37,,910,,,,2,,,2546,North Texas Pollen Station,Flower Mound,TX,75022,US
7/9/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1761,North Texas Pollen Station,Flower Mound,TX,75022,US
11/23/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1943,North Texas Pollen Station,Flower Mound,TX,75022,US
5/21/2021,,,2,,,,,,,,,,,,,,,17,,,,,,,,,,,,,,,,,,,,,3656,North Texas Pollen Station,Flower Mound,TX,75022,US
5/13/2022,,,,,,,,,2,4,2,,,,,,,35,,,,,,,,,,,,,,,2,,,,,,1912,North Texas Pollen Station,Flower Mound,TX,75022,US
7/22/2023,,,,,,,,,,,,,,,,,,5,,,,,,,,,2,,,,,,,,,,,,3179,North Texas Pollen Station,Flower Mound,TX,75022,US
7/14/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1681,North Texas Pollen Station,Flower Mound,TX,75022,US
11/3/2023,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,1709,North Texas Pollen Station,Flower Mound,TX,75022,US
2/9/2021,,,,,,,,,,,,,41,,,,,,,,,,,,,,,,,,,,,,,61,,,996,North Texas Pollen Station,Flower Mound,TX,75022,US
12/8/2022,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,2593,North Texas Pollen Station,Flower Mound,TX,75022,US
8/8/2021,,,2,,2,,,,,,15,,,,,,,2,,,,,,,,,,,,,,,,,,2,,,2688,North Texas Pollen Station,Flower Mound,TX,75022,US
12/30/2021,,,,,,,,,,,2,,346,,,,,,,,,,,,,,,,,,,,,,,,,,1729,North Texas Pollen Station,Flower Mound,TX,75022,US
8/7/2022,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,1614,North Texas Pollen Station,Flower Mound,TX,75022,US
10/22/2021,,,39,,,,,,,,,,15,,,,,2,,,,,,,,,,,,,,,,,,22,,,2712,North Texas Pollen Station,Flower Mound,TX,75022,US
8/16/2023,,,6,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,1480,North Texas Pollen Station,Flower Mound,TX,75022,US
7/11/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,2805,North Texas Pollen Station,Flower Mound,TX,75022,US
6/16/2021,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,1951,North Texas Pollen Station,Flower Mound,TX,75022,US
2/11/2022,,,,,,,,,,,,,3829,,,,,,,,,,,,,,,,,,,,,,,2,,,4538,North Texas Pollen Station,Flower Mound,TX,75022,US
11/22/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1549,North Texas Pollen Station,Flower Mound,TX,75022,US
7/29/2021,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,1009,North Texas Pollen Station,Flower Mound,TX,75022,US
5/2/2023,,,,,,,54,,28,,,,8,,,,,43,2,,,,,,,,,,,,,9,6,,,,,,2606,North Texas Pollen Station,Flower Mound,TX,75022,US
8/13/2023,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,1297,North Texas Pollen Station,Flower Mound,TX,75022,US
11/19/2021,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,1214,North Texas Pollen Station,Flower Mound,TX,75022,US
4/14/2023,,,,,,,,,16,50,,,2,1,,,2,14,4,,,2,,,,,10,,,,,247,22,,,,,,2213,North Texas Pollen Station,Flower Mound,TX,75022,US
1/10/2021,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,936,North Texas Pollen Station,Flower Mound,TX,75022,US
5/31/2022,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,1724,North Texas Pollen Station,Flower Mound,TX,75022,US
3/1/2022,,,,,,,,,,,,,97,,,,,,,,,,,,,,,,,,,,,,,160,,,1429,North Texas Pollen Station,Flower Mound,TX,75022,US
3/22/2021,,,,,,,,,,227,,,4,,,,123,13,,,6,382,,,,,205,,39,48,,661,,9,,2,,,1087,North Texas Pollen Station,Flower Mound,TX,75022,US
10/24/2023,,,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1642,North Texas Pollen Station,Flower Mound,TX,75022,US
3/14/2023,,,,,,,11,,,22,,,12,,,,56,,,,2,35,,,,,,,,10,,246,,9,,,,,1947,North Texas Pollen Station,Flower Mound,TX,75022,US
6/14/2023,,,,,,6,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,5619,North Texas Pollen Station,Flower Mound,TX,75022,US
2/18/2023,,,,,,,,,,,,,25,,,,,2,,,,,,,,,,,,,,,,,,98,,,2157,North Texas Pollen Station,Flower Mound,TX,75022,US
7/29/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1275,North Texas Pollen Station,Flower Mound,TX,75022,US
3/9/2021,,,,,,,,,,,,,527,,,,,,,,,,,,,,2,,,,,,,,,22,,,1392,North Texas Pollen Station,Flower Mound,TX,75022,US
3/19/2021,2,,,,,,,,,26,,,26,,,,4,2,,,11,19,,,,,9,,,9,,50,,2,,6,,,1104,North Texas Pollen Station,Flower Mound,TX,75022,US
9/21/2021,,,713,,,,,,,,17,,,,,,,11,,,,,,,,,,,,,,,,,,164,,,2816,North Texas Pollen Station,Flower Mound,TX,75022,US
1/11/2021,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,1191,North Texas Pollen Station,Flower Mound,TX,75022,US
3/21/2022,,,,,,4,,,,4,,,19,,,,9,4,,,,,,,,,73,,,,,73,,,,26,,,2031,North Texas Pollen Station,Flower Mound,TX,75022,US
12/16/2023,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,2403,North Texas Pollen Station,Flower Mound,TX,75022,US
10/26/2022,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,1642,North Texas Pollen Station,Flower Mound,TX,75022,US
8/22/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2159,North Texas Pollen Station,Flower Mound,TX,75022,US
7/23/2022,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,1269,North Texas Pollen Station,Flower Mound,TX,75022,US
4/16/2023,,,,,,,25,,24,4,,,71,2,,,9,11,6,,,3,,,,,9,,,,,85,12,19,,,,,2338,North Texas Pollen Station,Flower Mound,TX,75022,US
3/28/2022,,,,,,,,,,43,,,26,,,,35,6,,,13,,,,,,48,,15,132,,246,,,,9,,,2163,North Texas Pollen Station,Flower Mound,TX,75022,US
8/19/2021,,,2,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,6267,North Texas Pollen Station,Flower Mound,TX,75022,US
7/20/2023,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2161,North Texas Pollen Station,Flower Mound,TX,75022,US
8/27/2022,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2725,,,3025,North Texas Pollen Station,Flower Mound,TX,75022,US
6/12/2021,,,,,,,,,,,,,,,,,,17,,,,,,,,,,,,,,,,,,,,,3330,North Texas Pollen Station,Flower Mound,TX,75022,US
11/27/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1139,North Texas Pollen Station,Flower Mound,TX,75022,US
9/15/2022,,,54,,,,,,,,4,,,,,,,11,,,,,,,,,,,,,,,,,,9,,,2593,North Texas Pollen Station,Flower Mound,TX,75022,US
4/13/2022,30,,,,,,,,,48,,,28,4,,,9,13,4,,,91,,,,,22,,2,9,,2786,4,11,,,,,1534,North Texas Pollen Station,Flower Mound,TX,75022,US
11/10/2022,,,2,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,1945,North Texas Pollen Station,Flower Mound,TX,75022,US
7/7/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1487,North Texas Pollen Station,Flower Mound,TX,75022,US
6/10/2021,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,2,1554,North Texas Pollen Station,Flower Mound,TX,75022,US
3/17/2021,4,,2,,,,6,,,147,,,24,,,,26,,,,,48,,,,,69,,,117,,225,,13,,,,,1446,North Texas Pollen Station,Flower Mound,TX,75022,US
1/2/2022,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,216,North Texas Pollen Station,Flower Mound,TX,75022,US
7/8/2022,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,1515,North Texas Pollen Station,Flower Mound,TX,75022,US
7/15/2021,,,,,11,,,,,,6,,,,,,,13,,,,,,,,,,,,,,,,,,,,,1887,North Texas Pollen Station,Flower Mound,TX,75022,US
3/13/2022,,,,,,,,,,,,,67,,,,,,,,,,,,,,2,,,,,,,,,220,,,1513,North Texas Pollen Station,Flower Mound,TX,75022,US
8/10/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,1467,North Texas Pollen Station,Flower Mound,TX,75022,US
5/6/2022,,,,,,,,,24,22,,,6,,,,2,13,2,,,,,,,,2,,9,,,26,,,,,,,2550,North Texas Pollen Station,Flower Mound,TX,75022,US
8/25/2021,,,2,,,,,,,,6,,,,,,,2,,,,,,,,,,,,,,,,,,61,,,2336,North Texas Pollen Station,Flower Mound,TX,75022,US
9/8/2022,,,78,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,32,,,2619,North Texas Pollen Station,Flower Mound,TX,75022,US
11/27/2021,,,2,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,815,North Texas Pollen Station,Flower Mound,TX,75022,US
12/23/2021,,,,,,,,,,,,,1461,,,,,,,,,,,,,,,,,,,,,,,,,,1776,North Texas Pollen Station,Flower Mound,TX,75022,US
12/21/2021,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,1415,North Texas Pollen Station,Flower Mound,TX,75022,US
1/22/2023,,,,,,1,,,,,,,67,,,,,,,,,,,,,,,,,,,,,,,67,,,1729,North Texas Pollen Station,Flower Mound,TX,75022,US
6/3/2022,,,,,,,,,,,,,,2,,,,6,,,,,,,,,,,,,,,,,,,,,1755,North Texas Pollen Station,Flower Mound,TX,75022,US
4/2/2022,30,,,,,,2,,,43,,,2,,,,95,4,,,24,45,,,,,261,,,19,,1163,,,,,,,2334,North Texas Pollen Station,Flower Mound,TX,75022,US
10/19/2022,,,11,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1297,North Texas Pollen Station,Flower Mound,TX,75022,US
10/16/2021,,,13,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,37,,,2535,North Texas Pollen Station,Flower Mound,TX,75022,US
1/8/2022,,,,,,,,,,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,1383,North Texas Pollen Station,Flower Mound,TX,75022,US
10/14/2021,,,4,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,648,North Texas Pollen Station,Flower Mound,TX,75022,US
9/13/2022,,,63,,2,,,,,,2,,,,,,,9,,,,,,,,,,,,,,,,,,24,,,2343,North Texas Pollen Station,Flower Mound,TX,75022,US
1/26/2021,,,,,,,,,,,,,350,,,,,,,,,,,,,,,,,,,,,,,2,,,1731,North Texas Pollen Station,Flower Mound,TX,75022,US
4/11/2021,4,,,,,,,,,37,,,11,,,,93,2,2,,,86,,,,,2,,13,,,720,,15,,,,,1495,North Texas Pollen Station,Flower Mound,TX,75022,US
1/30/2022,,,,,,,,,,,,,207,,,,,,,,,,,,,,,,,,,,,,,,,,1794,North Texas Pollen Station,Flower Mound,TX,75022,US
2/1/2023,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,17,,,1621,North Texas Pollen Station,Flower Mound,TX,75022,US
11/18/2023,,,,,,,,,,,,,11,,,,,2,,,,,,,,,,,,,,,,,,4,,,2301,North Texas Pollen Station,Flower Mound,TX,75022,US
11/7/2023,,,9,,,,,,,,,,2,,,,,2,,,,,,,,,,,,,,,,,,,,,1826,North Texas Pollen Station,Flower Mound,TX,75022,US
7/28/2023,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,1686,North Texas Pollen Station,Flower Mound,TX,75022,US
9/16/2022,,,26,,,,,,,,6,,,,,,,9,,,,,,,,,,,,,,,,,,19,,,2161,North Texas Pollen Station,Flower Mound,TX,75022,US
10/29/2021,,,15,,,,,,,,,,4,,,,,2,,,,,,,,,,,,,,,,,,4,,,1934,North Texas Pollen Station,Flower Mound,TX,75022,US
1/18/2023,,,,,,,,,,,,,442,,,,,4,,,,,,,,,,,,,,,,,,52,,,2561,North Texas Pollen Station,Flower Mound,TX,75022,US
7/10/2023,,,,,,,,,,,,,,,,,,2,,,,,,,,,10,,,,,,,,,,,,2602,North Texas Pollen Station,Flower Mound,TX,75022,US
1/30/2023,,,,,,,,,,,,,93,,,,,,,,,,,,,,,,,,,,,,,15,,,2593,North Texas Pollen Station,Flower Mound,TX,75022,US
11/11/2023,,,4,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,2172,North Texas Pollen Station,Flower Mound,TX,75022,US
8/13/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2786,North Texas Pollen Station,Flower Mound,TX,75022,US
4/24/2023,,,,,,,24,,7,,,,1,1,,,,6,,,,,,,,,,,,,,20,2,,,,,,1707,North Texas Pollen Station,Flower Mound,TX,75022,US
1/30/2021,,,,,,,,,,,,,274,,,,,,,,,,,,,,,,,,,,,,,86,,,1584,North Texas Pollen Station,Flower Mound,TX,75022,US
6/19/2022,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,2420,North Texas Pollen Station,Flower Mound,TX,75022,US
5/2/2022,,,,,,,,,39,84,,,,,,,,50,,,,,,,,,,,8,,,17,,,,,,,1945,North Texas Pollen Station,Flower Mound,TX,75022,US
4/3/2021,4,,,,,,2,,,39,,,4,,,,102,6,2,,11,84,,,,,50,,11,,,2760,2,26,,,,,1463,North Texas Pollen Station,Flower Mound,TX,75022,US
9/21/2023,,,65,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,1599,,,2690,North Texas Pollen Station,Flower Mound,TX,75022,US
2/22/2022,,,,,,2,,,,,,,685,,,,,,,,,,,,,,,,,,,,,,,127,,,1919,North Texas Pollen Station,Flower Mound,TX,75022,US
10/18/2023,,,123,,,,,,,,1,,,,,,,13,,,,,,,,,,,,,,,,,,63,,,1967,North Texas Pollen Station,Flower Mound,TX,75022,US
11/13/2023,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,1876,North Texas Pollen Station,Flower Mound,TX,75022,US
11/15/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1297,North Texas Pollen Station,Flower Mound,TX,75022,US
6/20/2021,,,,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,,1772,North Texas Pollen Station,Flower Mound,TX,75022,US
3/10/2023,,,,,,1,,,,13,,,50,,,,58,6,,,,130,,,,,6,,,130,,373,,,,,,,2695,North Texas Pollen Station,Flower Mound,TX,75022,US
4/27/2022,,,,,,,,,9,13,,,2,2,,,22,4,,,,19,,,,,9,,9,,,69,4,,,,,,1729,North Texas Pollen Station,Flower Mound,TX,75022,US
5/5/2022,,,,,,,,,30,89,,,,2,,,,26,2,,,,,,,,9,,,,,15,9,,,,,,3548,North Texas Pollen Station,Flower Mound,TX,75022,US
8/17/2022,,,,,,,,,,,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,2485,North Texas Pollen Station,Flower Mound,TX,75022,US
8/20/2023,,,40,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,1729,North Texas Pollen Station,Flower Mound,TX,75022,US
7/31/2023,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,1668,North Texas Pollen Station,Flower Mound,TX,75022,US
10/25/2022,,,17,,,,,,,,4,,9,,,,,4,,,,,,,,,,,,,,,,,,2,,,1686,North Texas Pollen Station,Flower Mound,TX,75022,US
9/3/2022,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,4,,,3263,North Texas Pollen Station,Flower Mound,TX,75022,US
10/7/2022,,,115,,,,,,,,4,,,,,,,13,,,,,,,,,,,,,,,,,,190,,,2265,North Texas Pollen Station,Flower Mound,TX,75022,US
7/28/2021,,,,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,,1511,North Texas Pollen Station,Flower Mound,TX,75022,US
10/23/2022,,,58,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,15,,,2075,North Texas Pollen Station,Flower Mound,TX,75022,US
2/9/2023,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,28,,,1299,North Texas Pollen Station,Flower Mound,TX,75022,US
10/26/2023,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,1297,North Texas Pollen Station,Flower Mound,TX,75022,US
5/8/2022,,,,,,,,,32,58,,,,4,,,,45,,,,,,,,,4,,,,,6,2,,,,,,4279,North Texas Pollen Station,Flower Mound,TX,75022,US
8/9/2023,,,4,,,,,,,,1,,,,,,,,,,,,,,,,3,,,,,,,,,,,,1753,North Texas Pollen Station,Flower Mound,TX,75022,US
1/29/2022,,,,,,,,,,,,,28,,,,,,,,,,,,,,,,,,,,,,,2,,,1534,North Texas Pollen Station,Flower Mound,TX,75022,US
3/22/2023,91,,,,,,,,,28,,,,,,,43,17,,,2,30,,,,,5,,50,4,,770,,,,4,,,2118,North Texas Pollen Station,Flower Mound,TX,75022,US
6/13/2022,,,,,,,,,,,,,,,,,,13,,,,,,,,,2,,,,,,,,,,,,2550,North Texas Pollen Station,Flower Mound,TX,75022,US
11/2/2022,,,4,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,2124,North Texas Pollen Station,Flower Mound,TX,75022,US
3/30/2023,11,,,,,,,,,11,,,,,,,118,2044,2,,,21,,,,,17,117,,,,1675,,37,,,,,,North Texas Pollen Station,Flower Mound,TX,75022,US
3/29/2021,15,,,,,,11,,,281,,,11,,,,151,13,,,6,281,,13,,,43,,26,6,,1431,,11,,,,,2280,North Texas Pollen Station,Flower Mound,TX,75022,US
10/13/2021,,,231,,,,,,,,,,2,,,,,6,,,,,,,,,,,,,,,,,,11,,,3889,North Texas Pollen Station,Flower Mound,TX,75022,US
11/9/2022,,,2,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,2,,,2034,North Texas Pollen Station,Flower Mound,TX,75022,US
5/21/2023,,,,,,2,,,,,,,,,,,,102,,,,,,,,,,,,,,,11,,,,,,2781,North Texas Pollen Station,Flower Mound,TX,75022,US
12/19/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2593,North Texas Pollen Station,Flower Mound,TX,75022,US
11/27/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1297,North Texas Pollen Station,Flower Mound,TX,75022,US
4/6/2021,6,,,,,,,,,30,,,9,,,,102,6,,,2,63,,,,,11,,15,,,5148,6,9,,,,,2042,North Texas Pollen Station,Flower Mound,TX,75022,US
2/25/2021,,,2,,,,,,,,,,378,,,,,,,,,,,,,,,,,,,,,,,9,,,2280,North Texas Pollen Station,Flower Mound,TX,75022,US
7/30/2022,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1943,North Texas Pollen Station,Flower Mound,TX,75022,US
12/29/2021,,,,,,,,,,,,,748,,,,,,,,,,,,,,,,,,,,,,,,,,1774,North Texas Pollen Station,Flower Mound,TX,75022,US
1/19/2021,,,,,,,,,,,,,456,,,,,,,,,,,,,,,,,,,,,,,2,,,1292,North Texas Pollen Station,Flower Mound,TX,75022,US
5/25/2023,,,,,,,,,1,,,,,,,,,40,,,,,,,,,2,,,,,,,,,,,,2719,North Texas Pollen Station,Flower Mound,TX,75022,US
3/18/2021,,,,,,,,,,24,,,52,,,,,2,,,,4,,,,,6,,,2,,35,,,,2,,,1122,North Texas Pollen Station,Flower Mound,TX,75022,US
7/14/2023,,,,,,,,,,,2,,,,,,,2,,,,,,,,,3,,,,,,,,,,,,2157,North Texas Pollen Station,Flower Mound,TX,75022,US
2/14/2022,,,,,,,,,,,,,279,,,,,,,,,,,,,,2,,,,,,,,,11,,,1465,North Texas Pollen Station,Flower Mound,TX,75022,US
5/19/2022,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,2,,,,,,1902,North Texas Pollen Station,Flower Mound,TX,75022,US
4/1/2022,,,,,,,,,,28,,,13,,,,84,6,,,4,43,,,,,6,,4,2,,1052,,,,2,,,3149,North Texas Pollen Station,Flower Mound,TX,75022,US
12/4/2023,,,,,1,,,,,,,,26,,,,,,,,,,,,,,,,,,,,,,,,,,1904,North Texas Pollen Station,Flower Mound,TX,75022,US
7/9/2021,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,1956,North Texas Pollen Station,Flower Mound,TX,75022,US
11/12/2022,,,4,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,2,,,2178,North Texas Pollen Station,Flower Mound,TX,75022,US
9/2/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,2982,North Texas Pollen Station,Flower Mound,TX,75022,US
12/18/2021,,,,,,,,,,,,,223,,,,,,,,,,,,,,,,,,,,,,,,,,2377,North Texas Pollen Station,Flower Mound,TX,75022,US
8/31/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,3025,North Texas Pollen Station,Flower Mound,TX,75022,US
12/15/2022,,,,,1465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,North Texas Pollen Station,Flower Mound,TX,75022,US
4/2/2021,4,,,,,,11,,,67,,,30,,,,93,4,2,,2,76,,,,,28,,17,2,,2124,,4,,2,,,2064,North Texas Pollen Station,Flower Mound,TX,75022,US
7/24/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2137,North Texas Pollen Station,Flower Mound,TX,75022,US
12/21/2022,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,1387,North Texas Pollen Station,Flower Mound,TX,75022,US
5/28/2021,,,,,,,,,2,,,,,,,,,39,,,,,,,,,,,,,,,,,,,,,2626,North Texas Pollen Station,Flower Mound,TX,75022,US
11/15/2021,,,,,,,,,,,2,,56,,,,,,,,,,,,,,,,,,,,,,,,,,2079,North Texas Pollen Station,Flower Mound,TX,75022,US
